,_id,asin,overall,reviewText,reviewTime,reviewerID,summary,unixReviewTime,verified
565,Row(oid='644ead32f66a6378caf9a451'),B00ZAPPDHU,5,Excellent t deal or a great tablet. Much faster than my old iPad 2. Love all the features like alexa. Endless things to download and play. Apps are so many to choose from. Tons of fun and productivity.,"06 13, 2018",AB7OKK2I6TAH0,Love my new tablet. Much faster and fun than old iPad 2,1528848000,TRUE
566,Row(oid='644ead32f66a6378caf9a7ff'),B00ZV9RDKK,5,"Product works great, even on my 10mbps internet.
The Netflix app is my most used app. The sound skews further and further from the video on my Samsung smart TV's netflix app, but its PERFECT through the firestick!
Having just one more additional remote is kind of annoying... but I know they want you to keep alexa in your hands so you're more likely to use her, AND the remote is wifi or bluetooth... doesn't need line of sight... which is good (required?) since the firestick is on the back of most peoples TVs.
Its just slightly annoying having pop ups on a TV occasionally (not sure if thats the app, the stick, or what). I don't have prime, maybe that would help?
Only other annoying part is that each app is its own program/layout, so they all have different menus and layouts. You have to know if the show you want to watch is on NBC, ABC, CBS, Science, HG TV, etc etc etc... then once you enter their app, you are left with their setup. Maybe nothing is free (requiring cable service login), maybe everything is free, maybe there's a recently watched section, maybe not. Maybe the free stuff is listed all in one neat menu, or spread around. Some apps tell you things are locked right away, others wait till you find something you want to watch and hit play, then tell you that you don't have that access. Every company/app has their stuff laid out differently. I guess you'd get accustomed to your favorite ones over time. I know... that's a trait of the app, not the fire stick.... but the stick is juts access to these.","08 29, 2018",A1YMIZGU90OZNF,"Works great, just slightly annoying ads and apps with their own interfaces",1535500800,TRUE
567,Row(oid='644ead32f66a6378caf9a802'),B00ZV9RDKK,5,"I really enjoy the simplicity of telling alexa what I want to see, and in seconds there it is. We use the Fire TV Stick primarily for watching movies, but it has numerous functions and it works great.","08 29, 2018",AQ78RQZ7XEV72,Everything comes just as advertised and easy to set up.,1535500800,TRUE
568,Row(oid='644ead32f66a6378caf9a832'),B00ZV9RDKK,5,I love this with the alexa voice remote it nice and for the price what a great deal and the kids love it to,"08 29, 2018",A36LT4H5N0PCFS,None,1535500800,TRUE
569,Row(oid='644ead32f66a6378caf9a954'),B00ZV9RDKK,5,"Awesome device i never knew something so small can pack such great features, my fave is alexa remote. Literally hundreds of apps that stream free content, no need to pay for cable any more.
Best purchase of 2018 so far...","08 27, 2018",AXXCBKNGGNHTG,Excellent price for such a cool device!,1535328000,TRUE
570,Row(oid='644ead32f66a6378caf9aaa6'),B00ZV9RDKK,3,"Three stars is the best I can offer. I like the idea presented but I am not a fan of the voice option. Terrible for a family that wants to watch television together and kids are yelling their choices. Make alexa optional. Granted, I don't have to use it, but in such a prominent location on the small remote it's easy to accidentally press the wrong (alexa) button. I am also looking how to change the default viewing app. Amazon has some options but not enough to make it the default. Blah blah yeah it's Amazon's product so they can default themselves; I'm considering a different device.","08 26, 2018",AYLRBL2JQXCDZ,Alexa is not for me,1535241600,TRUE
571,Row(oid='644ead32f66a6378caf9acde'),B00ZV9RDKK,5,"Super good deal, I do like the alexa feature","08 17, 2018",A2P8NIT4059AEO,You have a lot of choices,1534464000,TRUE
572,Row(oid='644ead32f66a6378caf9ad53'),B00ZV9RDKK,5,LOVE LOVE LOVE the fire tv stick!!! I got this as a gift and have never used anything so often. I have an alexa and it pairs really well with it. Super awesome!,"08 16, 2018",A3LHDCQ9FTJUI7,Super awesome,1534377600,FALSE
573,Row(oid='644ead32f66a6378caf9ad76'),B00ZV9RDKK,4,"This is my first time with an Alexa product. I love this remote because it's built into it. I told Alexa to tell me a joke and it did. corny one but it was a joke. told it to look for restaurants nearby and it did. I have a Roku stick and wanted to try this since everything is about Alexa now. It's just a genius product. Anyway, the only thing i don't like about the fire stick is that it doesn't keep the tv shows on the first row like the roku does. Unless I don't know where to look. The roku keeps everything you watching on the first row for easy access and it doesn't remove them. the fire stick somehow removes the shows you are watching and you have to tell Alexa to look for it or manually search for it which sucks.  Or it must have a limit on how many shows or movies it can hold in the queue of ""recent"". The other thing is that it blends the things that are free with the things that are not which I hate cause the roku keeps it separate without having to go to the roku channel. Unlike firestick, you have to go to prime videos to separate everything. All in all, I just like alexa...lol on the remote","08 16, 2018",A21X582B6Y9GMM,I almost love it,1534377600,TRUE
574,Row(oid='644ead32f66a6378caf9ae37'),B00ZV9RDKK,5,Why did I wait so long to get this.  Love alexa,"08 15, 2018",AFBZBLBMEMJT9,Alexa can find things for me which saves me time,1534291200,TRUE
575,Row(oid='644ead32f66a6378caf9b025'),B00ZV9RDKK,1,"It s home, alexa voice and other features do not work.","08 13, 2018",A1CB6RJ9X29JEP,It's not working properly,1534118400,TRUE
576,Row(oid='644ead32f66a6378caf9b033'),B00ZV9RDKK,3,"As expected, it doesn't compare to Apple TV. It has a lot of bugs. apps crash.

Alexa Super slow search
With apple tv she shows you the words u speak into the mike but alexa doesnt and since it takes so long to find things, it makes me question if she even heard me.

Netflix: does not let me add shows to my watch list but on apple tv you can add shows to your list and also rate shows.
You get what you pay for!

Apple tv: u can use siri to type things like login and password. But alexa cant do that. The mobile app is very glitchy as well i had to keep connecting just to be able to type things from my phone which is faster but everytime i left the app, it lost connection. Then it wouldnt connect at all. I have also an ipad and kindle fire at home and there is just no comparison to the quality of amazon devices to apple, hence why my 4 year and I never use the kindle fire because it sucks.

Hulu kept getting an error and wouldn't open. In general it took several minutes to get an app to open.

Voice commands don't work with all apps like fast forward 3 minutes in Netflix nothing happens. Apparently it's not just available on all apps.

You get what u pay for!

It still works does the job most of the time.","08 13, 2018",A1MH8AMADOLQN8,It's not apple TV that's for sure,1534118400,TRUE
577,Row(oid='644ead32f66a6378caf9b0d4'),B00ZV9RDKK,5,"Have ordered 4 firesticks, easy to setup, great gift if you already have alexa.","08 13, 2018",AP8JT0YVFEHU,Its a must have if you have amazon prime.,1534118400,TRUE
578,Row(oid='644ead32f66a6378caf9b1f2'),B00ZV9RDKK,1,"Bought this for my mom who is elderly thinking she could ask alexa to bring up HGTV  on the firestick.  Wrong.  She replies that she can not do ""this"" on fire stick.  So we subscribed to sling tv and got a free Roku.  Like it much better.","08 12, 2018",A385IVD6EYT25A,Disappointing,1534032000,TRUE
579,Row(oid='644ead32f66a6378caf9b2b6'),B00ZV9RDKK,4,"Nice sleek ux, compact remote and alexa works well. Things i did not like are:
1. Home screen is cluttered. A lot of stuff is thrown up on the screen with out clear organization
2. Stick has extremely less memory","08 11, 2018",A1348MYUP7HOFZ,Good bang for the buck!,1533945600,TRUE
580,Row(oid='644ead32f66a6378caf9b307'),B00ZV9RDKK,5,The alexa remote is pretty neat!,"08 11, 2018",A18WO5U9ARCTCL,Great product,1533945600,TRUE
581,Row(oid='644ead32f66a6378caf9b444'),B00ZV9RDKK,5,"Is amazing the alexa feauture, to be able to exactly rewing 30 secs or 1 minute. Love it, I will be buying another one for my kids tv","08 10, 2018",A3IWSUQHZ7JC4V,Love the alexa feauture,1533859200,TRUE
582,Row(oid='644ead32f66a6378caf9b450'),B00ZV9RDKK,5,"This is a great piece of technology. You don't have a smart TV, don't worry . You don't have to invest another 400$ to get a new smart tv . Just get this stick, it will do the rest for you.

I have google chromecast and then i got this on a deal. I never used chromecast again.  Only disadvantaged is , amazon doesn't support YouTube.  Obviously.

Advantages is , if you have alexa dot , or alexa plus, they sync up and make your life easy.","08 10, 2018",A4B8HRB86ERCP,"Making your LED tv , Smarter with this device.  FIRE TV it is .",1533859200,TRUE
583,Row(oid='644ead32f66a6378caf9b578'),B00ZV9RDKK,5,"Before I purchased the Fire TV Stick, I was using the ROKU as a streaming device before it stopped working.  Purchased the Fire TV Stick and I really like it much better than ROKU, I think the Fire TV stick has a much better user interface plus it has the alexa voice control.  Much better interface than ROKU.  Will never go back to ROKU.","08 9, 2018",A2W8RP0CKOMAO6,Better than ROKU!,1533772800,TRUE
584,Row(oid='644ead32f66a6378caf9b583'),B00ZV9RDKK,5,Wish alexa would word for all apps i download? Other than that it works perfectly,"08 9, 2018",A3UPHC2I0APFAH,Its awesome,1533772800,TRUE
585,Row(oid='644ead32f66a6378caf9b5a1'),B00ZV9RDKK,5,Love my fire stick with alexa voice control,"08 9, 2018",A1KQ1YEV7WV296,Great for streaming video,1533772800,TRUE
586,Row(oid='644ead32f66a6378caf9b7a9'),B00ZV9RDKK,5,"My girls love using the voice activated search assist feature ""alexa""","08 9, 2018",A10ZJJ2V7BD4CB,My daughter's love the firestick,1533772800,TRUE
587,Row(oid='644ead32f66a6378caf9bbc7'),B00ZV9RDKK,5,"always wanted one, now i have, i just put mine up. the other i ordered are for my sister she still hasn't tried them. i love it i haven't used alexa yet. but when i do will return and update review.","08 8, 2018",A26278U2L73ABF,new gadget.,1533686400,TRUE
588,Row(oid='644ead32f66a6378caf9bbe0'),B00ZVJAF9G,4,Great little USB TV mod. Its got everything you need. I wish Alexa had more smart functionality though like asking alexa to search youtube directly from Amazon Video Home.,"02 5, 2017",A3NG0VTMEKXZA5,Love it but could even be better!,1486252800,TRUE
589,Row(oid='644ead32f66a6378caf9bc2b'),B00ZVJAF9G,2,I upgraded to alexa but the voice didn't work while in apps.  Sent me back home and only searched amazon. Then...the remote stopped working after 3 months! I tried to reprogram remote. I guess it was good while it lasted?! Boo.,"01 23, 2017",A3URQ60EZPOI79,Not great,1485129600,TRUE
590,Row(oid='644ead32f66a6378caf9bdfb'),B00ZVJAF9G,2,its got terrible wifi.  and the remote eats batteries like its going out of style. Ended up throwing out the remote and using the ios app.  works ok to watch prime video.  works poorly for everything else.  alexa has great voice recognition but terrible comprehension (it knows what I said but rarely understands what to do with that information),"12 20, 2016",A3PTUXOLD6R1JX,get this ONLY to watch prime video,1482192000,TRUE
591,Row(oid='644ead32f66a6378caf9be0d'),B00ZV9RDKK,4,"What I like about the roku is that it controls volume and is very fast. This is still lacking some needed apps and is pretty slow to load certain apps and navigate through the apps. On the plus side you can connect the device with other alexa devices which works, but again is very slow. E.g. ""Alexa, open hulu""... about 35 seconds later Hulu opens up. Not ideal when the alternative is to just click to what you want much faster or go to the web browser. Waiting on a few more apps to make this worth the investment. But the price is right.","08 7, 2018",A11ZBBM97ZWDCU,The technology is great but the apps are slow,1533600000,TRUE
592,Row(oid='644ead32f66a6378caf9bf64'),B00ZVJAF9G,5,"Works great and it's cheap. To anyone buying this, if anyone is selling the firestick with alexa don't pay more then $50, If it doesn't have alexa don't pay more than 30. A lot of people over pricing these and it's not worth it to waste ur money","12 1, 2016",A1NBJR4CASWHGE,Works great and it's cheap,1480550400,TRUE
593,Row(oid='644ead32f66a6378caf9c07d'),B00ZVJAF9G,1,"This is my second Fire stick.  It worked like the first one did for about 3 months then quit.  Wont respond to the remote very often and has to stop and reload every 2 minutes when it does work or it freezes altogether.  I have been on the phone with tech support for both units and they can't figure it out.  They keep saying its my wi-fi but I am in another home now and have a new cable wi-fi.  I have the highest Wi-Fi downloads on the market so its not my Wi-Fi.  My Wi-Fi works great with my Ipad and computer.  It seems to have started this trouble when I got my alexa Tap which also keeps telling me it can't find my music library or songs I have on amazon prime.  Again, no help from the tech department.  I give up on this stuff.","11 7, 2016",A88UOSSTWFGK7,Not what its advertised,1478476800,TRUE
594,Row(oid='644ead32f66a6378caf9c1c6'),B00ZV9RDKK,5,"This thing is wicked cool, with my prime account I can watch so many programs and movies. It is easy to use, after a little bit of time exploring around and doing searches. My daughters love telling alexa what to do. The recommendations are a little hit or miss but I usually find something interesting in them, some things i may not have looked for or watched otherwise, and some things I simply pass by.","08 6, 2018",A1K1D159QO7BSC,"Great, Excellent, Awesome!",1533513600,TRUE
595,Row(oid='644ead32f66a6378caf9c1d8'),B00ZV9RDKK,5,"I love that it has alexa and it'sa little bit longer, easier to handle.","08 6, 2018",A1H6FAPQDM00DY,soo much eaiser!,1533513600,TRUE
596,Row(oid='644ead32f66a6378caf9c3da'),B00ZVJAF9G,3,Kind of confusing with the music part. and alexa doesn't help at all with what I want. Certain songs she can't pull up for me when I  know they are on my playlists.,"10 9, 2016",A2NJT49FCDHR4M,Kind of confusing with the music part. and alexa ...,1475971200,TRUE
597,Row(oid='644ead32f66a6378caf9c415'),B00ZV9RDKK,4,Good stuff. And alexa actually understands my southern accent,"08 5, 2018",AYJFJVP1OIEG0,Fire TV stick with Prime,1533427200,TRUE
598,Row(oid='644ead32f66a6378caf9c486'),B00ZV9RDKK,5,i have a sports bar with 20 tv's..this device with alexa makes things so simple,"08 5, 2018",A4IIHD9C3NQYF,the simple functions,1533427200,TRUE
599,Row(oid='644ead32f66a6378caf9ca23'),B00ZVJAF9G,4,"easy to activated
easy to plug in
my kids they love it,because just ask to alexa what do they need to know
what they whant to se","09 15, 2016",A3V5SX59EDWW8M,easy to activated easy to plug in my kids they ...,1473897600,TRUE
600,Row(oid='644ead32f66a6378caf9ca3c'),B00ZVJAF9G,1,Love the look of the guide like the talking remote and alexa/ downside /forcing amazon prine on the buyers of this device ;that needs to be disclosed before purchasing the device. I shouldn't have to buy prime in order to download an app I already pay for like Starz. My ROKU doesn't force another service on their customers neither does Apple TV; so i was better off just buying another ROKU- that talking remote is not impressive enough for me to pay 99.99- possibly will be returning the stick.,"09 14, 2016",A31KPIJUPL55DD,Not happen with some Reqrmnts,1473811200,TRUE
601,Row(oid='644ead32f66a6378caf9ccff'),B00ZVJAF9G,5,I love the fire stick especially now with alexa,"09 1, 2016",A5Q9NEU8TY9QK,Five Stars,1472688000,TRUE
602,Row(oid='644ead32f66a6378caf9d1f1'),B010CEHQTG,5,"The echo show sits on my desk so that I can query it and use it as a music source during the day.  The speakers are quite nice for a small device, and the ability to ask it ""alexa questions"" makes it a very nice tool.  Originally purchased for the kitchen, once I set it up, it never left the study!  I don't use the video screen for much, but for those times when a video is part of an answer, it is nice to have.  I've always enjoyed my relationship with Alexa, but the echo show takes it up a notch.","08 28, 2018",A2NJA6I8076BII,I like my echo show,1535414400,TRUE
603,Row(oid='644ead32f66a6378caf9d219'),B010CEHQTG,4,"What I like:
it has casual look to it(fits with my decor) with a really nice screen and great sounding speakers. As soon as you say ""alexa"" it's ready to listen. It's very quick with it's responsive.

What I don't like:
No YouTube. Hopefully the feature comes. Some skills ask for feedback. This should be left alone. It gets annoying when trying to open a skill.","08 27, 2018",A2UT576BXDVN1M,A device like no other,1535328000,TRUE
604,Row(oid='644ead32f66a6378caf9d224'),B010CEHQTG,5,Like the convenience of being able to ask alexa to set timers add to our shopping list tell us the forecast or just listen to music. It has been a lot of fun for our boys as well they love asking her questions. The smart home integration allows us to also control our thermostat. We are looking forward to adding more smart home technology to our home in the future.,"08 27, 2018",A37IUE8X2UVHO7,Just have fun with what this device can do for you and your family,1535328000,TRUE
605,Row(oid='644ead32f66a6378caf9d278'),B010CEHQTG,5,Echo show goes great with all my other alexa devices and speaker is loud enough to hear across the room.,"08 26, 2018",ABYXH8AKMD3SW,Awesome,1535241600,TRUE
606,Row(oid='644ead32f66a6378caf9d2d4'),B010CEHQTG,3,"Love the screen and alexa, the issues is the giant transformer and if it could be made flat so it could be mounted on the wall that would make it 5 stars...","08 24, 2018",AFYQ385924R8P,Great product please advance the product to the next level,1535068800,TRUE
607,Row(oid='644ead32f66a6378caf9d452'),B010CEHQTG,5,I have the alexa fire cube so I had to change the name of this to echo. I have alarms set and reminders. You can look stuff up. Its great!! I will be buying another to send to my sister so we can chat.,"08 13, 2018",A2T8OXZOILDWKT,Works great,1534118400,TRUE
608,Row(oid='644ead32f66a6378caf9d45f'),B010CEHQTG,5,"People. Seriously. What can't this thing do??? I bought two, one for myself and one for my late 80s parents. I know, I know...a lot of folks get all worked up over the set up in two households, two accounts. Not me. They are both registered to me, my amazon account, my unlimited streaming music. I just named one my first name and named the other one 'Parents'.  It was easy as pie!

So here's where the fun begins!! My parents have ZERO technological skills. NONE! The very first day, Daddy sat down and said, ""Alexa, drop in on Dana"" My screen started beeping and there was Daddy!

Yall! This was amazing! Do you realize if he had fallen, and couldn't get up, he could have called out ""Alexa, call Dana"" and I would have instant contact??

This is AMAZING AND WHAT EVERY OLDER PERSON NEEDS ALONG WITH SOMEONE ON THE OTHER END WHO CARES AND WANTS THEM TO BE HAPPY AND SAFE!

The following day, I get a phone call on the telephone and Daddy says,""HONEY! We asked Alexa to play Elvis and she played us one song and it quit. Then we asked her to play a SELECTION and she's been playing Elvis all afternoon!!  Look at that! My Daddy figured that out all by himself!

Over Elvis singing 'I'm so lonesome I could cry"" I hear my Mama holler out, ""I LOVE THIS MORE THAN ANYTHING ELSE I'VE EVER GOTTEN!!!""

 I asked Daddy to stop the music, and say ""Alexa CALL ...then my first and last name"" It picked up on my cell contacts since I uploaded the alexa app and my phone began ringing. THERE WAS DADDY ON A VIDEO CALL ON MY PHONE!!

 I took him around outside and showed the new roof, the dogs playing, how great their antique bed looked in my guest room. Daddy said, ""This is as good as being at your house!"".

Then I had my Mama do the same. She was shocked! They do not have smart phones so they had never done a video chat before. Mama told me they were having SO MUCH FUN! This means so much to me. They're 87 and 88 and recently moved to independent living. Knowing they could call out to Alexa to call me if they had fallen MEANS THE WORLD TO ME.

If you are thinking of getting this for an elderly loved one, DO IT. DO IT!!

It turned out to be way simpler and easier than we realized. I""m not worried about this being on my amazon account. They don't know they can order anything. But if they figured it out, I'd be buying it for them anything so I don't care. This thing should be in every house of elderly folks especially if someone lives alone! Just make a cheat sheet so they can remember what to say!  GREAT JOB amazon!","08 13, 2018",A27AWWYVS3KVCA,EXCEEEDED MY WILDEST EXPECTATIONS FOR MY ELDERLY PARENTS...AND MYSELF!!!!,1534118400,TRUE
609,Row(oid='644ead32f66a6378caf9d516'),B01133ZTQM,5,"This thing is great. No sign it is used. I love the amazon tap. When it came it didn't have the functionality (update) to work hands free - basically to wake it with alexa. Initially (for like an hour) you had to tap it. So I was worried, but then it auto updates through wifi, and now I basically use it like an amazon echo. Can't see the argument for getting an echo over this. Maybe the speaker is better? This speaker is more than enough for me and my family to crank out songs and the quality is good. Plus this thing is portable. I take it outside, downstairs to our basement, etc. I really don't see the need for a big fancy speaker system for my house. The functions of alexa - music, weather, reminders, alarm clock  etc - and all the free music that comes with amazon prime - I'm hooked.","04 8, 2017",A350SJICY3GJ7R,Couldn't be happier,1491609600,TRUE
610,Row(oid='644ead32f66a6378caf9d545'),B01133ZTQM,1,This speaker is the worst thing I've brought from amazon IT sounds like the speaker is cracked or something I brought it because i have a few alexa items and I thought it would go good in my man cave and yard but thats not working out I guess you get what you pay for but I'M really disappointed in this product.,"06 26, 2018",AWULADD31V7MR,This speaker is the worst thing I've brought from amazon IT sounds like the ...,1529971200,TRUE
611,Row(oid='644ead32f66a6378caf9d54b'),B01133ZTQM,4,"I love this product.  However, I hate that I cannot add this to my smart group music with alexa.  I originally bought this to play whole home audio and bring this outside as a weatherproof Alexa for poolside listening.  I thought it would be neat at house parties that music could be playing for people hanging out inside, and the tap could be used for people hanging out outside.  This unfortunately doesn't work.  I'm still giving it 4 stars because I use this in rooms that lack alexa like the kitchen or a bathroom, or when I have a guest over I give them this for the night to put in the guest room for light controls and alarm clocks.","06 25, 2018",A428OFTCY2V2L,I love this product,1529884800,TRUE
612,Row(oid='644ead32f66a6378caf9d557'),B01133ZTQM,2,This is nothing better then any bluetooth speaker other then alexa built in...no line in and no bluetooth in. i sent mine back,"06 14, 2018",A1FNPH9LD4OM15,This is nothing better then any bluetooth speaker other then alexa built in,1528934400,TRUE
613,Row(oid='644ead32f66a6378caf9d5b7'),B01133ZTQM,4,"The highs/ trebles are clear but the bass is nearly nonexistent,but the smart assistant (alexa) is amazingly usefull and makes up for the previous fact. A docking system that adds bass would make this perfect!","03 22, 2018",A1MNQSQG7Z2NA7,but the smart assistant (alexa) is amazingly usefull and makes up for ...,1521676800,TRUE
614,Row(oid='644ead32f66a6378caf9d5d6'),B01133ZTQM,5,I love alexa.,"03 1, 2018",A16IU0H08WKP7L,Five Stars,1519862400,TRUE
615,Row(oid='644ead32f66a6378caf9d61e'),B01133ZTQM,5,"I have the echo, echo plus, dot , and tap.  I Love them all but the tap is my fav.  I can grab and bring anywhere.  I brought to work and 3 people immediately ordered one.  It is way smaller than the echo/echo plus, sounds great.  It does do voice command from afar--has great response and you can tell her what to do from your pool float---- how great is that !!  AmAzOn PuhLease make it do all the stuff the echo can do - - - -  Need multidevice music.  PS  you used t have to touch it to activate but now it works like other alexa devices, just wait for update to load then go to settings and click on hands free YaY!!","01 26, 2018",A1VBIR4IP4Q13P,LoVe The TAP !!!!!,1516924800,TRUE
616,Row(oid='644ead32f66a6378caf9d64e'),B01133ZTQM,5,It occasionally doesn't respond to the voice prompts - need to test it on high bandwidth. Out in Montana it varies quite a bit so I'm giving alexa the benefit of the doubt.,"01 15, 2018",A1KMHC056RGCPF,Inconsistent voice activation...,1515974400,TRUE
617,Row(oid='644ead32f66a6378caf9d659'),B01133ZTQM,4,For the most part it can do anything the other alexas can do. Compared to the echo the tap has a few limitations.  To my knowledge its not able to be renamed and its not capable of multi room music.  Although it is portable and the charge lasts quite a long time (6 hours or more).  This speaker has a stronger bass speaker than the echo does. You can bring the tap outside or if you want to hear some music in the shower.  I do recommend this speaker for those who want to enjoy the alexa experience.,"01 12, 2018",A15WV2OF81XYMO,Great buy,1515715200,TRUE
618,Row(oid='644ead32f66a6378caf9d670'),B01133ZTQM,2,Alexa doesn't hear most of the times. You have to be really close in order to ask something. The other alexa I have are great but this one is not good.,"01 10, 2018",A7DDRVKW9YCTO,You have to ask alexa from 3cm away,1515542400,TRUE
619,Row(oid='644ead32f66a6378caf9d67e'),B01133ZTQM,5,I love it but it should have come with the alexa app.,"01 9, 2018",A1TKQW8K21MTVS,Five Stars,1515456000,TRUE
620,Row(oid='644ead32f66a6378caf9e20c'),B015QES498,5,Perfect fit the only mistake I made with it was using it to place echo high. If echo is too high alexa seems to have trouble hearing me. I relocated tge stand and all is working. I left it at coffee table hight.,"07 26, 2016",A4Z9FWK2J34BP,Works Just don't hang high,1469491200,TRUE
621,Row(oid='644ead32f66a6378caf9e228'),B015QES498,5,"sturdy construction, works great for keeping alexa the center of attention at parties.","04 18, 2016",AA19CXIJAC4CH,Five Stars,1460937600,TRUE
622,Row(oid='644ead32f66a6378caf9e48d'),B015S1SWLO,4,"Over all an excellent device. Great sound quality and alexa makes using this device relatively simple. There was a brief sound glitch via bluetooth with my Samsung Galaxy S8. Whenever I click a key or open an app the sound on the echo stops for about a second then continues. This glitch happened the first day and hasn't done it since, I assume an update fixed it. Alexa responds well as long as the device is on a smooth surface without any noise generating devices near her (i.e. don't have her on the floor or counter next to a desk fan or you will have to yell at her). Aside from the brief bluetooth glitch this product is great and I would highly recommend it!","09 2, 2018",A1PBMW919MYLUE,Had brief bluetooth glitched that resolved themselves. Great sound and Alexa is a great feature,1535846400,TRUE
623,Row(oid='644ead32f66a6378caf9e4f6'),B015S1SWLO,1,If you have a fan or Window/portable AC running you have to talk to alexa pretty loud,"08 23, 2018",A3Q8QLO20V3HYN,Did not send the bulb with the echo plus... very frustrating,1534982400,TRUE
624,Row(oid='644ead32f66a6378caf9e52c'),B015S1SWLO,5,"I think I love you! I still miss siri on the ol iphone... wish samsung would step up with something better than lame bixby...

but at home, amazon echo and alexa rules.... I have echo, echo plus and fire tv, along with a few electric adapters and light bulbs.

  The sound is great, though I did switch from echo dot for better sound, echo and plus are fantastic.  Lights and on off switch for fans, all wonderful!

Very happy!","08 16, 2018",A3HL27OJ56GHZJ,Alexa...,1534377600,TRUE
625,Row(oid='644ead32f66a6378caf9e542'),B015S1SWLO,2,"Frustrating as heck. My neighbours must think im verbally abusing someone named Alexa because im forever screaming her name. I upgraded from the echo. I connected the plus to my tv hoping it would boost the sound but the sound only comes out of the plus not the tv. Now i regret not buying a sonos sound bar, it has built in alexa and sounds amazing   save your cash and buy a couple of dots for different rooms, much more economical.","08 13, 2018",A1R6YASLJ94P1G,it has built in alexa and sounds amazing  save your cash and buy a couple of ...,1534118400,TRUE
626,Row(oid='644ead32f66a6378caf9e5af'),B015S1SWLO,5,"Love it.. Awesome addition to the other alexas I have, love the bridge as well.","08 6, 2018",A1WA1YO0Y4GO7L,It is a great Alexa.,1533513600,TRUE
627,Row(oid='644ead32f66a6378caf9e5fe'),B015S1SWLO,1,Very disappointed. Got my echo plus from amazon and use it in asia ( philippines). Too bad i cant setup because alexa app is only for US itunes store. What kind of crap app is this. I want to break this exho plus. My excitement spoiled. Grrrrttt,"08 1, 2018",A2JJ17DF186JY9,Alexa app onky available for US. Not for asia like philippines. Unable to setup alexa. Useless,1533081600,TRUE
628,Row(oid='644ead32f66a6378caf9e626'),B015S1SWLO,5,Great speaker i n this! I love this so much more than my alexa tap! Its definitely fast in response and just so much prettier,"07 30, 2018",A36KUOPJSZ0AJI,Great speaker,1532908800,TRUE
629,Row(oid='644ead32f66a6378caf9e6d6'),B015S1SWLO,1,The alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. I was not aware of that.  Disappointed,"07 26, 2018",A2GMXCFW7SYNYW,Alexa with light buld,1532563200,TRUE
630,Row(oid='644ead32f66a6378caf9e8b0'),B015S1SWLO,4,"I find this product to be useful to play music and for general random entertainment.  We are using it as the house ""hub"" as well and it seems to work.  I wish you had full capability to change the setting for each connected device from the alexa app but I find that you still need to download the individual apps first for each type of product (smart light, smart plug, etc).  I was not able to connect it to my Roku despite it saying that you can, so taking a star off.  They need to focus on reducing the number of steps it takes to connect a new product.","05 20, 2018",A283BZ8IXMHPTL,I find this product to be useful to play music and for general random entertainment,1526774400,TRUE
631,Row(oid='644ead32f66a6378caf9e913'),B015S1SWLO,3,"It's not a terrible device, I only decided to purchase it because I got a promo code with a different purchase.  It plays music, has a lot of apps but there are some areas that I would need to see upgraded before I would purchase another:
It must be plugged in.  Other manufacturers offer a base that allows it to be wireless, but I feel like that is a basic function of most things these days.  Notice none of the promo photos show that it must have a wire sticking out of the back of it to function at all.  You can't even use it as a speaker without the always-on alexa while not plugged in. It simply does not work.
I would like to volume buttons on the device itself.
You MUST install the app for this to work.

I also have the Bose SoundLink.  The music is better on the soundlink.  It doesn't have cool lights or apps, but it is wireless and the sound is better.  So, If debating between the two - get this for usefulness around the home.  Get the soundlink for music quality (as expected - its a Bose).","05 3, 2018",A2MFQGMIS4PZ5R,"Not bad, room for improvement.",1525305600,TRUE
632,Row(oid='644ead32f66a6378caf9e982'),B015S1SWLO,5,"amazon alexa is a great device, you can make her do things like open the lights , tell info, and most of all play your music. the only downside is you have to subscribe to their music plan which is $3.99 per month for their unlimited music . plus sometimes is takes time for alexa to hear your voice since it has 1 mic . but overall it get a the job done . ","04 23, 2018",A2880NLVTP9XFV,"amazon alexa is a great device, you can make her do things like ...",1524441600,TRUE
633,Row(oid='644ead32f66a6378caf9e9c1'),B015S1SWLO,2,"I wanted to be able to connect it with my amazon fire stick  and control my tv, I couldn't get it to do this unless I bought a lot of other pricey gadgets. It basically answered question and told me the weather. it is a lot of money for just that. I can ask all those questions on my alexa on the fire stick","04 16, 2018",AH1Q6E9CD1LEA,I wanted to be able to connect it with my ...,1523836800,FALSE
634,Row(oid='644ead32f66a6378caf9eac8'),B015S1SWLO,5,"This is my third echo product, I currently have 2 echo dots, with the addition of the echo plus, I no longer have to purchase a hub to control my zigbee lock or lights that work though zigbee technogy. IF YOU CUTRENTLY have other smart products controlled through alexa and are not part of  zigbee technology, alexa will control all of them seamlessly!","03 22, 2018",A18YPCSUGZB5J8,Works excellent as a smart home bub for zigbee AND my products that are not zigbee seamlessly.,1521676800,TRUE
635,Row(oid='644ead32f66a6378caf9eb22'),B015S1SWLO,2,"Seems better than Google assistant for adding smart devices. Would like to be able to chain routines and add text commands for skills with (if then type format) for routines. Running a single command after waking up alexa would help with automation, I understand this is a feature in the Google assistants.","03 16, 2018",A1OS4Q2AENDND,Seems better than Google assistant for adding smart devices,1521158400,TRUE
